csv_row,project_code,project_name,survey_woreda,survey_parent,match_status,match_method,boundary_woreda,boundary_zone,boundary_region,boundary_pcode
7,P151294,Oromia Forested Landscape Program Emission Reduction,Doba,West Haraghe,matched,exact,Doba,West Hararge,Oromia,ET040902
7,P151294,Oromia Forested Landscape Program Emission Reduction,Tulo (OR),West Haraghe,matched,exact,Tulo (OR),West Hararge,Oromia,ET040903
7,P151294,Oromia Forested Landscape Program Emission Reduction,Shen Duggoo,West Haraghe,matched,normalized,Mesela /Shen Duggoo,West Hararge,Oromia,ET040904
7,P151294,Oromia Forested Landscape Program Emission Reduction,Anchar,West Haraghe,matched,exact,Anchar,West Hararge,Oromia,ET040906
7,P151294,Oromia Forested Landscape Program Emission Reduction,Goba Koricha,West Haraghe,matched,exact,Goba Koricha,West Hararge,Oromia,ET040907
7,P151294,Oromia Forested Landscape Program Emission Reduction,Habro,West Haraghe,matched,exact,Habro,West Hararge,Oromia,ET040908
7,P151294,Oromia Forested Landscape Program Emission Reduction,Daro Lebu,West Haraghe,matched,exact,Daro Lebu,West Hararge,Oromia,ET040909
7,P151294,Oromia Forested Landscape Program Emission Reduction,Boke,West Haraghe,matched,exact,Boke,West Hararge,Oromia,ET040910
7,P151294,Oromia Forested Landscape Program Emission Reduction,Oda Bultum,West Haraghe,matched,alias,Kuni /Oda Bultum,West Hararge,Oromia,ET040911
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gemechis,West Haraghe,matched,exact,Gemechis,West Hararge,Oromia,ET040912
7,P151294,Oromia Forested Landscape Program Emission Reduction,Chiro Zuria,West Haraghe,matched,exact,Chiro Zuria,West Hararge,Oromia,ET040913
7,P151294,Oromia Forested Landscape Program Emission Reduction,Bedesa,West Haraghe,matched,normalized,Bedesa town,West Hararge,Oromia,ET040914
7,P151294,Oromia Forested Landscape Program Emission Reduction,Hawi Gudina,West Haraghe,matched,exact,Hawi Gudina,West Hararge,Oromia,ET040915
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gumbi Bordede,West Haraghe,matched,exact,Gumbi Bordede,West Hararge,Oromia,ET040991
7,P151294,Oromia Forested Landscape Program Emission Reduction,Burqua Dhintu,West Haraghe,matched,exact,Burqua Dhintu,West Hararge,Oromia,ET040998
7,P151294,Oromia Forested Landscape Program Emission Reduction,Darimu,Ilu Aba Bora,matched,exact,Darimu,Ilu Aba Bora,Oromia,ET040301
7,P151294,Oromia Forested Landscape Program Emission Reduction,Alge Sachi,Ilu Aba Bora,matched,exact,Alge Sachi,Ilu Aba Bora,Oromia,ET040302
7,P151294,Oromia Forested Landscape Program Emission Reduction,Yayu,Ilu Aba Bora,matched,exact,Yayu,Ilu Aba Bora,Oromia,ET040309
7,P151294,Oromia Forested Landscape Program Emission Reduction,Metu Zuria,Ilu Aba Bora,matched,exact,Metu Zuria,Ilu Aba Bora,Oromia,ET040310
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ale,Ilu Aba Bora,matched,exact,Ale,Ilu Aba Bora,Oromia,ET040311
7,P151294,Oromia Forested Landscape Program Emission Reduction,Bure (OR),Ilu Aba Bora,matched,exact,Bure (OR),Ilu Aba Bora,Oromia,ET040312
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sale Nono,Ilu Aba Bora,matched,exact,Sale Nono,Ilu Aba Bora,Oromia,ET040313
7,P151294,Oromia Forested Landscape Program Emission Reduction,Becho (Ilu Aba Bora),Ilu Aba Bora,matched,exact,Becho (Ilu Aba Bora),Ilu Aba Bora,Oromia,ET040314
7,P151294,Oromia Forested Landscape Program Emission Reduction,Bilo Nopha,Ilu Aba Bora,matched,exact,Bilo Nopha,Ilu Aba Bora,Oromia,ET040315
7,P151294,Oromia Forested Landscape Program Emission Reduction,Hurumu,Ilu Aba Bora,matched,exact,Hurumu,Ilu Aba Bora,Oromia,ET040316
7,P151294,Oromia Forested Landscape Program Emission Reduction,Didu,Ilu Aba Bora,matched,exact,Didu,Ilu Aba Bora,Oromia,ET040317
7,P151294,Oromia Forested Landscape Program Emission Reduction,Huka,Ilu Aba Bora,matched,alias,Halu /Huka,Ilu Aba Bora,Oromia,ET040319
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dorani,Ilu Aba Bora,matched,exact,Dorani,Ilu Aba Bora,Oromia,ET040324
7,P151294,Oromia Forested Landscape Program Emission Reduction,Limu Seka,Jimma,matched,exact,Limu Seka,Jimma,Oromia,ET040401
7,P151294,Oromia Forested Landscape Program Emission Reduction,Limu Kosa,Jimma,matched,exact,Limu Kosa,Jimma,Oromia,ET040402
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sekoru,Jimma,matched,exact,Sekoru,Jimma,Oromia,ET040403
7,P151294,Oromia Forested Landscape Program Emission Reduction,Tiro Afeta,Jimma,matched,exact,Tiro Afeta,Jimma,Oromia,ET040404
7,P151294,Oromia Forested Landscape Program Emission Reduction,Kersa (Jimma),Jimma,matched,exact,Kersa (Jimma),Jimma,Oromia,ET040405
7,P151294,Oromia Forested Landscape Program Emission Reduction,Mena (Jimma),Jimma,matched,exact,Mena (Jimma),Jimma,Oromia,ET040406
7,P151294,Oromia Forested Landscape Program Emission Reduction,Goma,Jimma,matched,exact,Goma,Jimma,Oromia,ET040407
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gera,Jimma,matched,exact,Gera,Jimma,Oromia,ET040408
7,P151294,Oromia Forested Landscape Program Emission Reduction,Seka Chekorsa,Jimma,matched,exact,Seka Chekorsa,Jimma,Oromia,ET040409
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dedo,Jimma,matched,exact,Dedo,Jimma,Oromia,ET040410
7,P151294,Oromia Forested Landscape Program Emission Reduction,Omo Nada,Jimma,matched,exact,Omo Nada,Jimma,Oromia,ET040411
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sigmo,Jimma,matched,exact,Sigmo,Jimma,Oromia,ET040412
7,P151294,Oromia Forested Landscape Program Emission Reduction,Setema,Jimma,matched,exact,Setema,Jimma,Oromia,ET040413
7,P151294,Oromia Forested Landscape Program Emission Reduction,Shebe Sambo,Jimma,matched,exact,Shebe Sambo,Jimma,Oromia,ET040414
7,P151294,Oromia Forested Landscape Program Emission Reduction,Chora,Jimma,matched,normalized,Chora (Jimma),Jimma,Oromia,ET040415
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gumay,Jimma,matched,exact,Gumay,Jimma,Oromia,ET040416
7,P151294,Oromia Forested Landscape Program Emission Reduction,Mancho,Jimma,matched,exact,Mancho,Jimma,Oromia,ET040490
7,P151294,Oromia Forested Landscape Program Emission Reduction,Omo Beyam,Jimma,matched,exact,Omo Beyam,Jimma,Oromia,ET040491
7,P151294,Oromia Forested Landscape Program Emission Reduction,Botor Tolay,Jimma,matched,exact,Botor Tolay,Jimma,Oromia,ET040495
7,P151294,Oromia Forested Landscape Program Emission Reduction,Nono Benja,Jimma,matched,exact,Nono Benja,Jimma,Oromia,ET040499
7,P151294,Oromia Forested Landscape Program Emission Reduction,Wara Jarso,North Shewa (OR),matched,exact,Wara Jarso,North Shewa (OR),Oromia,ET040601
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dera (OR),North Shewa (OR),matched,exact,Dera (OR),North Shewa (OR),Oromia,ET040602
7,P151294,Oromia Forested Landscape Program Emission Reduction,Hidabu Abote,North Shewa (OR),matched,exact,Hidabu Abote,North Shewa (OR),Oromia,ET040603
7,P151294,Oromia Forested Landscape Program Emission Reduction,Kuyu,North Shewa (OR),matched,exact,Kuyu,North Shewa (OR),Oromia,ET040604
7,P151294,Oromia Forested Landscape Program Emission Reduction,Degem,North Shewa (OR),matched,exact,Degem,North Shewa (OR),Oromia,ET040605
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gerar Jarso,North Shewa (OR),matched,exact,Gerar Jarso,North Shewa (OR),Oromia,ET040606
7,P151294,Oromia Forested Landscape Program Emission Reduction,Debre Libanos,North Shewa (OR),matched,exact,Debre Libanos,North Shewa (OR),Oromia,ET040607
7,P151294,Oromia Forested Landscape Program Emission Reduction,Wuchale,North Shewa (OR),matched,exact,Wuchale,North Shewa (OR),Oromia,ET040608
7,P151294,Oromia Forested Landscape Program Emission Reduction,Abichugna Gne'a,North Shewa (OR),matched,exact_ambiguous_first,Abichugna Gne'a,North Shewa (OR),Oromia,ET040609
7,P151294,Oromia Forested Landscape Program Emission Reduction,Kimbibit,North Shewa (OR),matched,exact,Kimbibit,North Shewa (OR),Oromia,ET040610
7,P151294,Oromia Forested Landscape Program Emission Reduction,Yaya Gulele,North Shewa (OR),matched,exact,Yaya Gulele,North Shewa (OR),Oromia,ET040614
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jida,North Shewa (OR),matched,exact,Jida,North Shewa (OR),Oromia,ET040615
7,P151294,Oromia Forested Landscape Program Emission Reduction,Aleltu,North Shewa (OR),matched,exact,Aleltu,North Shewa (OR),Oromia,ET040617
7,P151294,Oromia Forested Landscape Program Emission Reduction,Garba Guracha,North Shewa (OR),matched,exact,Garba Guracha,North Shewa (OR),Oromia,ET040616
7,P151294,Oromia Forested Landscape Program Emission Reduction,Bereh,North Shewa (OR),matched,exact,Bereh,North Shewa (OR),Oromia,ET040619
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sululta (OR),North Shewa (OR),matched,exact,Sululta (OR),North Shewa (OR),Oromia,ET040620
7,P151294,Oromia Forested Landscape Program Emission Reduction,Mulo,North Shewa (OR),matched,exact,Mulo,North Shewa (OR),Oromia,ET040622
7,P151294,Oromia Forested Landscape Program Emission Reduction,Illu Galan,West Shewa,matched,exact,Illu Galan,West Shewa,Oromia,ET040500
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ginde Beret,West Shewa,matched,exact,Ginde Beret,West Shewa,Oromia,ET040501
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jeldu,West Shewa,matched,exact,Jeldu,West Shewa,Oromia,ET040502
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ambo Zuria,West Shewa,matched,exact,Ambo Zuria,West Shewa,Oromia,ET040503
7,P151294,Oromia Forested Landscape Program Emission Reduction,Mida Kegn,West Shewa,matched,exact,Mida Kegn,West Shewa,Oromia,ET040504
7,P151294,Oromia Forested Landscape Program Emission Reduction,Cheliya,West Shewa,matched,exact,Cheliya,West Shewa,Oromia,ET040505
7,P151294,Oromia Forested Landscape Program Emission Reduction,Bako Tibe,West Shewa,matched,exact,Bako Tibe,West Shewa,Oromia,ET040506
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dano,West Shewa,matched,exact,Dano,West Shewa,Oromia,ET040507
7,P151294,Oromia Forested Landscape Program Emission Reduction,Nono,West Shewa,matched,exact,Nono,West Shewa,Oromia,ET040508
7,P151294,Oromia Forested Landscape Program Emission Reduction,Tikur Enchini,West Shewa,matched,exact,Tikur Enchini,West Shewa,Oromia,ET040509
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dendi,West Shewa,matched,exact,Dendi,West Shewa,Oromia,ET040510
7,P151294,Oromia Forested Landscape Program Emission Reduction,Addis Alem,West Shewa,matched,alias,Ejere /Addis Alem,West Shewa,Oromia,ET040511
7,P151294,Oromia Forested Landscape Program Emission Reduction,Adda Berga,West Shewa,matched,exact,Adda Berga,West Shewa,Oromia,ET040513
7,P151294,Oromia Forested Landscape Program Emission Reduction,Meta Robi,West Shewa,matched,exact,Meta Robi,West Shewa,Oromia,ET040514
7,P151294,Oromia Forested Landscape Program Emission Reduction,Abuna Ginde Beret,West Shewa,matched,exact,Abuna Ginde Beret,West Shewa,Oromia,ET040516
7,P151294,Oromia Forested Landscape Program Emission Reduction,Toke Kutaye,West Shewa,matched,exact,Toke Kutaye,West Shewa,Oromia,ET040517
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jibat,West Shewa,matched,exact,Jibat,West Shewa,Oromia,ET040518
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ifata,West Shewa,matched,exact,Ifata,West Shewa,Oromia,ET040519
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ejersa Lafo,West Shewa,matched,exact,Ejersa Lafo,West Shewa,Oromia,ET040590
7,P151294,Oromia Forested Landscape Program Emission Reduction,Cobi,West Shewa,matched,exact,Cobi,West Shewa,Oromia,ET040592
7,P151294,Oromia Forested Landscape Program Emission Reduction,Meta Walkite,West Shewa,matched,exact,Meta Walkite,West Shewa,Oromia,ET040594
7,P151294,Oromia Forested Landscape Program Emission Reduction,Liban Jawi,West Shewa,matched,exact,Liban Jawi,West Shewa,Oromia,ET040597
7,P151294,Oromia Forested Landscape Program Emission Reduction,Welmera,West Shewa,matched,exact,Welmera,West Shewa,Oromia,ET040520
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ameya,Southwest Shewa,matched,exact,Ameya,South West Shewa,Oromia,ET041301
7,P151294,Oromia Forested Landscape Program Emission Reduction,Wenchi,Southwest Shewa,matched,exact,Wenchi,South West Shewa,Oromia,ET041302
7,P151294,Oromia Forested Landscape Program Emission Reduction,Waliso,Southwest Shewa,matched,exact,Waliso,South West Shewa,Oromia,ET041303
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dawo,Southwest Shewa,matched,exact,Dawo,South West Shewa,Oromia,ET041304
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ilu,Southwest Shewa,matched,exact,Ilu,South West Shewa,Oromia,ET041305
7,P151294,Oromia Forested Landscape Program Emission Reduction,Kersana Malima,Southwest Shewa,matched,exact,Kersana Malima,South West Shewa,Oromia,ET041307
7,P151294,Oromia Forested Landscape Program Emission Reduction,Tole,Southwest Shewa,matched,exact,Tole,South West Shewa,Oromia,ET041308
7,P151294,Oromia Forested Landscape Program Emission Reduction,Becho (SW Shewa),Southwest Shewa,matched,exact,Becho (SW Shewa),South West Shewa,Oromia,ET041309
7,P151294,Oromia Forested Landscape Program Emission Reduction,Seden Sodo,Southwest Shewa,matched,exact,Seden Sodo,South West Shewa,Oromia,ET041310
7,P151294,Oromia Forested Landscape Program Emission Reduction,Goro (SW Shewa),Southwest Shewa,matched,exact,Goro (SW Shewa),South West Shewa,Oromia,ET041312
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sodo Daci,Southwest Shewa,matched,exact,Sodo Daci,South West Shewa,Oromia,ET041314
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sebeta Hawas,Southwest Shewa,matched,exact,Sebeta Hawas,South West Shewa,Oromia,ET041306
7,P151294,Oromia Forested Landscape Program Emission Reduction,Limu (OR),East Wellega,matched,exact,Limu (OR),East Wellega,Oromia,ET040201
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ibantu,East Wellega,matched,exact,Ibantu,East Wellega,Oromia,ET040202
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gida Ayana,East Wellega,matched,exact,Gida Ayana,East Wellega,Oromia,ET040203
7,P151294,Oromia Forested Landscape Program Emission Reduction,Haro Limu,East Wellega,matched,exact,Haro Limu,East Wellega,Oromia,ET040204
7,P151294,Oromia Forested Landscape Program Emission Reduction,Boneya Boshe,East Wellega,matched,exact,Boneya Boshe,East Wellega,Oromia,ET040205
7,P151294,Oromia Forested Landscape Program Emission Reduction,Wayu Tuka,East Wellega,matched,exact,Wayu Tuka,East Wellega,Oromia,ET040206
7,P151294,Oromia Forested Landscape Program Emission Reduction,Bila Seyo,East Wellega,matched,exact,Bila Seyo,East Wellega,Oromia,ET040207
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gobu Seyo,East Wellega,matched,exact,Gobu Seyo,East Wellega,Oromia,ET040208
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sibu Sire,East Wellega,matched,exact,Sibu Sire,East Wellega,Oromia,ET040209
7,P151294,Oromia Forested Landscape Program Emission Reduction,Diga,East Wellega,matched,exact,Diga,East Wellega,Oromia,ET040210
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sasiga,East Wellega,matched,exact,Sasiga,East Wellega,Oromia,ET040211
7,P151294,Oromia Forested Landscape Program Emission Reduction,Leka Dulecha,East Wellega,matched,exact,Leka Dulecha,East Wellega,Oromia,ET040212
7,P151294,Oromia Forested Landscape Program Emission Reduction,Guto Gida,East Wellega,matched,exact,Guto Gida,East Wellega,Oromia,ET040213
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jimma Arjo,East Wellega,matched,exact,Jimma Arjo,East Wellega,Oromia,ET040214
7,P151294,Oromia Forested Landscape Program Emission Reduction,Nunu Kumba,East Wellega,matched,exact,Nunu Kumba,East Wellega,Oromia,ET040215
7,P151294,Oromia Forested Landscape Program Emission Reduction,Wama Hagalo,East Wellega,matched,exact,Wama Hagalo,East Wellega,Oromia,ET040216
7,P151294,Oromia Forested Landscape Program Emission Reduction,Kiremu,East Wellega,matched,exact,Kiremu,East Wellega,Oromia,ET040217
7,P151294,Oromia Forested Landscape Program Emission Reduction,Horo,Horo Guduru Wellega,matched,exact,Horo,Horo Gudru Wellega,Oromia,ET041901
7,P151294,Oromia Forested Landscape Program Emission Reduction,Guduru,Horo Guduru Wellega,matched,exact,Guduru,Horo Gudru Wellega,Oromia,ET041903
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ababo,Horo Guduru Wellega,matched,exact,Ababo,Horo Gudru Wellega,Oromia,ET041904
7,P151294,Oromia Forested Landscape Program Emission Reduction,Abay Chomen,Horo Guduru Wellega,matched,exact,Abay Chomen,Horo Gudru Wellega,Oromia,ET041905
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jimma Genete,Horo Guduru Wellega,matched,exact,Jimma Genete,Horo Gudru Wellega,Oromia,ET041906
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jimma Rare,Horo Guduru Wellega,matched,exact,Jimma Rare,Horo Gudru Wellega,Oromia,ET041907
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jarte Jardega,Horo Guduru Wellega,matched,exact,Jarte Jardega,Horo Gudru Wellega,Oromia,ET041908
7,P151294,Oromia Forested Landscape Program Emission Reduction,Amuru,Horo Guduru Wellega,matched,exact,Amuru,Horo Gudru Wellega,Oromia,ET041909
7,P151294,Oromia Forested Landscape Program Emission Reduction,Abe Dongoro,Horo Guduru Wellega,matched,exact,Abe Dongoro,Horo Gudru Wellega,Oromia,ET041910
7,P151294,Oromia Forested Landscape Program Emission Reduction,Choman Guduru,Horo Guduru Wellega,matched,exact,Choman Guduru,Horo Gudru Wellega,Oromia,ET041911
7,P151294,Oromia Forested Landscape Program Emission Reduction,Horo Buluk,Horo Guduru Wellega,matched,exact,Horo Buluk,Horo Gudru Wellega,Oromia,ET041912
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sulula Finca'a,Horo Guduru Wellega,matched,exact,Sulula Finca'a,Horo Gudru Wellega,Oromia,ET041913
7,P151294,Oromia Forested Landscape Program Emission Reduction,Hawa Galan,Kellem Wellega,matched,exact,Hawa Galan,Kelem Wellega,Oromia,ET041801
7,P151294,Oromia Forested Landscape Program Emission Reduction,Yama Logi Welel,Kellem Wellega,matched,exact,Yama Logi Welel,Kelem Wellega,Oromia,ET041802
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dale Wabera,Kellem Wellega,matched,exact,Dale Wabera,Kelem Wellega,Oromia,ET041803
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gawo Kebe,Kellem Wellega,matched,exact,Gawo Kebe,Kelem Wellega,Oromia,ET041804
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sayo,Kellem Wellega,matched,exact,Sayo,Kelem Wellega,Oromia,ET041805
7,P151294,Oromia Forested Landscape Program Emission Reduction,Anfilo,Kellem Wellega,matched,exact,Anfilo,Kelem Wellega,Oromia,ET041807
7,P151294,Oromia Forested Landscape Program Emission Reduction,Dale Sadi,Kellem Wellega,matched,exact,Dale Sadi,Kelem Wellega,Oromia,ET041808
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gidami,Kellem Wellega,matched,exact,Gidami,Kelem Wellega,Oromia,ET041809
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jimma Horo,Kellem Wellega,matched,exact,Jimma Horo,Kelem Wellega,Oromia,ET041810
7,P151294,Oromia Forested Landscape Program Emission Reduction,Lalo Kile,Kellem Wellega,matched,exact,Lalo Kile,Kelem Wellega,Oromia,ET041811
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sedi Chenka,Kellem Wellega,matched,exact,Sedi Chenka,Kelem Wellega,Oromia,ET041812
7,P151294,Oromia Forested Landscape Program Emission Reduction,Mana Sibu,West Wellega,matched,exact,Mana Sibu,West Wellega,Oromia,ET040101
7,P151294,Oromia Forested Landscape Program Emission Reduction,Nejo,West Wellega,matched,exact,Nejo,West Wellega,Oromia,ET040102
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gimbi,West Wellega,matched,exact,Gimbi,West Wellega,Oromia,ET040103
7,P151294,Oromia Forested Landscape Program Emission Reduction,Lalo Asabi,West Wellega,matched,exact,Lalo Asabi,West Wellega,Oromia,ET040104
7,P151294,Oromia Forested Landscape Program Emission Reduction,Kiltu Kara,West Wellega,matched,exact,Kiltu Kara,West Wellega,Oromia,ET040105
7,P151294,Oromia Forested Landscape Program Emission Reduction,Boji Dirmeji,West Wellega,matched,exact,Boji Dirmeji,West Wellega,Oromia,ET040106
7,P151294,Oromia Forested Landscape Program Emission Reduction,Ayira,West Wellega,matched,exact,Ayira,West Wellega,Oromia,ET040107
7,P151294,Oromia Forested Landscape Program Emission Reduction,Jarso (West Wellega),West Wellega,matched,exact,Jarso (West Wellega),West Wellega,Oromia,ET040108
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gudetu Kondole,West Wellega,matched,exact,Gudetu Kondole,West Wellega,Oromia,ET040109
7,P151294,Oromia Forested Landscape Program Emission Reduction,Boji Chekorsa,West Wellega,matched,exact,Boji Chekorsa,West Wellega,Oromia,ET040110
7,P151294,Oromia Forested Landscape Program Emission Reduction,Babo,West Wellega,matched,exact,Babo,West Wellega,Oromia,ET040111
7,P151294,Oromia Forested Landscape Program Emission Reduction,Yubdo,West Wellega,matched,exact,Yubdo,West Wellega,Oromia,ET040112
7,P151294,Oromia Forested Landscape Program Emission Reduction,Gaji,West Wellega,matched,exact,Gaji,West Wellega,Oromia,ET040113
7,P151294,Oromia Forested Landscape Program Emission Reduction,Haru,West Wellega,matched,exact,Haru,West Wellega,Oromia,ET040114
7,P151294,Oromia Forested Landscape Program Emission Reduction,Nole Kaba,West Wellega,matched,exact,Nole Kaba,West Wellega,Oromia,ET040115
7,P151294,Oromia Forested Landscape Program Emission Reduction,Begi,West Wellega,matched,exact,Begi,West Wellega,Oromia,ET040116
7,P151294,Oromia Forested Landscape Program Emission Reduction,Homa,West Wellega,matched,exact,Homa,West Wellega,Oromia,ET040117
7,P151294,Oromia Forested Landscape Program Emission Reduction,Sayo Nole,West Wellega,matched,exact,Sayo Nole,West Wellega,Oromia,ET040118
7,P151294,Oromia Forested Landscape Program Emission Reduction,Guliso,West Wellega,matched,exact,Guliso,West Wellega,Oromia,ET040119
7,P151294,Oromia Forested Landscape Program Emission Reduction,Leta Sibu,West Wellega,matched,exact,Leta Sibu,West Wellega,Oromia,ET040197
8,P163399,East Africa Skills for Transformation and regional integration project,Kombolcha town,South Wello,matched,exact,Kombolcha town,South Wello,Amhara,ET030417
8,P163399,East Africa Skills for Transformation and regional integration project,Kazira,urban areas in Dire Dawa,matched,exact,Kazira,Dire Dawa urban,Dire Dawa,ET150113
8,P163399,East Africa Skills for Transformation and regional integration project,Welmera,West Shewa,matched,exact,Welmera,West Shewa,Oromia,ET040520
8,P163399,East Africa Skills for Transformation and regional integration project,Hawela,Northern,matched,exact,Hawela,Northern,Sidama,ET160205
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dabat,North Gondar,matched,exact,Dabat,North Gondar,Amhara,ET030105
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dabat town,North Gondar,matched,exact,Dabat town,North Gondar,Amhara,ET030106
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Mao Komo special woreda,Mao Komo special woreda,matched,alias,Maokomo Special,Mao Komo Special,Benishangul Gumuz,ET060508
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Bambasi,Assosa,matched,exact,Bambasi,Assosa,Benishangul Gumuz,ET060305
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Homosha,Assosa,matched,exact,Homosha,Assosa,Benishangul Gumuz,ET060307
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Assosa town,Assosa,matched,normalized,Assosa town Administration,Assosa,Benishangul Gumuz,ET060309
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Abrahmo,Assosa,matched,exact,Abrahmo,Assosa,Benishangul Gumuz,ET060303
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Bambasi town,Assosa,matched,exact,Bambasi town,Assosa,Benishangul Gumuz,ET060310
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Ura,Assosa,matched,exact,Ura,Assosa,Benishangul Gumuz,ET060311
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Itang special woreda,Itang special woreda,matched,normalized,Itang,Itang Special woreda,Gambela,ET120407
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Gambela Zuria,Anuak,matched,exact,Gambela Zuria,Agnewak,Gambela,ET120202
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Gog,Anuak,matched,exact,Gog,Agnewak,Gambela,ET120203
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dima (GM),Anuak,matched,exact,Dima (GM),Agnewak,Gambela,ET120205
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Gambela town,Anuak,matched,exact,Gambela town,Agnewak,Gambela,ET120206
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Lare,Nuer,matched,exact,Lare,Nuwer,Gambela,ET120102
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dolobay,Afder,matched,exact,Dolobay,Afder,Somali,ET050808
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Aw-Bare,Fafan,matched,exact,Aw-Bare,Fafan,Somali,ET050205
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Kebribeyah,Fafan,matched,exact,Kebribeyah,Fafan,Somali,ET050206
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Kebribayah town,Fafan,matched,exact,Kebribayah town,Fafan,Somali,ET050296
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Dolo Ado,Liben,matched,exact,Dolo Ado,Liban,Somali,ET050902
9,P178047,Development Response to Displacement Impact Project in the Horn of Africa Phase II,Bokolmayo,Liben,matched,exact,Bokolmayo,Liban,Somali,ET050999
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Mao Komo special woreda,Mao Komo special woreda,matched,alias,Maokomo Special,Mao Komo Special,Benishangul Gumuz,ET060508
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Menge,Assosa,matched,exact,Menge,Assosa,Benishangul Gumuz,ET060301
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Bambasi,Assosa,matched,exact,Bambasi,Assosa,Benishangul Gumuz,ET060305
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Bilidigilu,Assosa,matched,exact,Bilidigilu,Assosa,Benishangul Gumuz,ET060306
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Homosha,Assosa,matched,exact,Homosha,Assosa,Benishangul Gumuz,ET060307
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Abrahmo,Assosa,matched,exact,Abrahmo,Assosa,Benishangul Gumuz,ET060303
