csv_row,project_code,project_name,survey_woreda,survey_parent,match_status,match_method,boundary_woreda,boundary_zone,boundary_region,boundary_pcode
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Ura,Assosa,matched,exact,Ura,Assosa,Benishangul Gumuz,ET060311
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Kamashi,Kamashi,matched,exact,Kamashi,Kamashi,Benishangul Gumuz,ET060403
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Dembe,Kamashi,matched,exact,Dembe,Kamashi,Benishangul Gumuz,ET060404
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Mizyiga,Kamashi,matched,alias,Mezniga,Kamashi,Benishangul Gumuz,ET060405
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Dangur,Metekel,matched,exact,Dangur,Metekel,Benishangul Gumuz,ET060201
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Wembera,Metekel,matched,exact,Wembera,Metekel,Benishangul Gumuz,ET060203
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Mandura,Metekel,matched,exact,Mandura,Metekel,Benishangul Gumuz,ET060204
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Dibate,Metekel,matched,exact,Dibate,Metekel,Benishangul Gumuz,ET060205
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Pawe,Metekel,matched,exact,Pawe,Metekel,Benishangul Gumuz,ET060206
10,P170384,Ethiopia Climate Action through Landscape Management Program for Results,Bulen,Metekel,matched,exact,Bulen,Metekel,Benishangul Gumuz,ET060207
